
0,37,-299,-107,0.41259765625,-0.634765625,-0.7119140625,-37.64791389464088,-23.39232058570464,2021-03-22 02:42:20.692155
0,44,-302,-53,0.415771484375,-0.6318359375,-0.7236328125,-37.12855622653564,-23.40292625782866,2021-03-22 02:42:20.900512
0,39,-293,-64,0.4169921875,-0.634033203125,-0.724609375,-37.17625727892634,-23.416789309218395,2021-03-22 02:42:21.107947
0,40,-307,-77,0.42138671875,-0.635009765625,-0.70703125,-37.65035592953409,-23.912981144380847,2021-03-22 02:42:21.315350
0,37,-320,-66,0.41748046875,-0.63232421875,-0.7314453125,-36.899215659539905,-23.353892184913942,2021-03-22 02:42:21.522674
0,46,-323,-56,0.41796875,-0.634765625,-0.72216796875,-37.261859655766465,-23.495140838698287,2021-03-22 02:42:21.730402
0,52,-314,-85,0.421630859375,-0.635009765625,-0.718017578125,-37.33017189676869,-23.743288363783094,2021-03-22 02:42:21.939917
0,54,-321,-50,0.416748046875,-0.6357421875,-0.705322265625,-37.811896407506595,-23.69616397037385,2021-03-22 02:42:22.149425
0,64,-288,-68,0.41015625,-0.631103515625,-0.71484375,-37.44342077040899,-23.273876678883184,2021-03-22 02:42:22.358872
0,55,-292,-49,0.4169921875,-0.62890625,-0.722900390625,-37.00133713868431,-23.518295675266007,2021-03-22 02:42:22.568427
0,51,-314,-94,0.4228515625,-0.6328125,-0.716796875,-37.24880676784576,-23.856812736897695,2021-03-22 02:42:22.778772
0,56,-291,-86,0.416015625,-0.631103515625,-0.72607421875,-37.022751972186356,-23.38565073317039,2021-03-22 02:42:22.989953
0,36,-315,-75,0.410400390625,-0.638671875,-0.72900390625,-37.359090335152736,-22.949862061994295,2021-03-22 02:42:23.201133
0,37,-311,-118,0.413330078125,-0.634033203125,-0.72314453125,-37.27854382523612,-23.256823692886176,2021-03-22 02:42:23.412371
0,52,-303,-95,0.4189453125,-0.634521484375,-0.72412109375,-37.17924571132631,-23.515579944358734,2021-03-22 02:42:23.623653
0,50,-289,-69,0.414794921875,-0.634521484375,-0.72119140625,-37.331850657318334,-23.35528220641387,2021-03-22 02:42:23.834822
0,30,-272,-66,0.433837890625,-0.635498046875,-0.72412109375,-36.97381927441536,-24.242167081949813,2021-03-22 02:42:24.046221
0,50,-301,-82,0.414794921875,-0.62841796875,-0.725830078125,-36.932276807133974,-23.3665458928114,2021-03-22 02:42:24.257446
0,36,-292,-77,0.418212890625,-0.633544921875,-0.717529296875,-37.33770994919508,-23.601180833036675,2021-03-22 02:42:24.468619
0,48,-281,-78,0.4150390625,-0.629150390625,-0.728759765625,-36.876737750840306,-23.32037462360355,2021-03-22 02:42:24.679901
0,51,-317,-59,0.418212890625,-0.62841796875,-0.708984375,-37.35953197792593,-23.818194116402598,2021-03-22 02:42:24.891207
0,52,-298,-43,0.4169921875,-0.63134765625,-0.724853515625,-37.05225749764012,-23.451173536942637,2021-03-22 02:42:25.102379
0,52,-274,-75,0.4150390625,-0.62890625,-0.705810546875,-37.527403460926884,-23.70296097299789,2021-03-22 02:42:25.313514
0,75,-307,-128,0.416015625,-0.631103515625,-0.73388671875,-36.80048250583993,-23.25807769270866,2021-03-22 02:42:25.524693
0,48,-300,-63,0.413330078125,-0.631103515625,-0.70654296875,-37.6318613159008,-23.571443619704585,2021-03-22 02:42:25.736024
0,46,-299,-82,0.4111328125,-0.632080078125,-0.720947265625,-37.29290659644436,-23.20970382593586,2021-03-22 02:42:25.947141
0,44,-320,-90,0.410888671875,-0.634521484375,-0.721923828125,-37.37520208038245,-23.14675845802814,2021-03-22 02:42:26.158333
0,50,-302,-58,0.418701171875,-0.63330078125,-0.723388671875,-37.15107420024411,-23.532893471169185,2021-03-22 02:42:26.369554
0,54,-294,-79,0.413330078125,-0.633056640625,-0.72314453125,-37.235988260834596,-23.270739531517286,2021-03-22 02:42:26.580803
0,43,-304,-87,0.410888671875,-0.63232421875,-0.720458984375,-37.32172074268485,-23.20183854964645,2021-03-22 02:42:26.791991
0,48,-306,-63,0.414306640625,-0.634521484375,-0.72412109375,-37.255663182819944,-23.283070622425864,2021-03-22 02:42:27.003184
0,34,-307,-86,0.41796875,-0.631103515625,-0.732666015625,-36.80359836872839,-23.375541994941916,2021-03-22 02:42:27.214519
0,37,-294,-102,0.412841796875,-0.6298828125,-0.714599609375,-37.35207236831836,-23.43162835620258,2021-03-22 02:42:27.425739
0,48,-302,-75,0.4287109375,-0.6328125,-0.730224609375,-36.771655077991475,-23.925696788460925,2021-03-22 02:42:27.636997
0,71,-291,-48,0.41552734375,-0.63134765625,-0.724853515625,-37.07630592715818,-23.37764879411263,2021-03-22 02:42:27.848102
0,54,-307,-78,0.413330078125,-0.631591796875,-0.73193359375,-36.92044887249293,-23.148609317040112,2021-03-22 02:42:28.059315
0,47,-304,-61,0.412841796875,-0.634521484375,-0.714111328125,-37.56920776398325,-23.372329166488633,2021-03-22 02:42:28.270558
0,55,-312,-65,0.411376953125,-0.6298828125,-0.72900390625,-36.961087484033555,-23.1220782160987,2021-03-22 02:42:28.481789
0,48,-319,-104,0.412353515625,-0.629638671875,-0.70849609375,-37.527120805690416,-23.511104552275995,2021-03-22 02:42:28.693075
0,41,-290,-33,0.4130859375,-0.633544921875,-0.730712890625,-37.044233858885995,-23.12878689238767,2021-03-22 02:42:28.904275
0,49,-300,-71,0.410400390625,-0.63427734375,-0.72412109375,-37.30909289973043,-23.09009515126646,2021-03-22 02:42:29.115496
0,53,-296,-38,0.41552734375,-0.63525390625,-0.707275390625,-37.75460080778313,-23.60946052565234,2021-03-22 02:42:29.326828
0,38,-299,-74,0.415771484375,-0.633544921875,-0.70654296875,-37.69706668844913,-23.659185218214233,2021-03-22 02:42:38.814607
0,55,-323,-54,0.41650390625,-0.62646484375,-0.726318359375,-36.80482921164533,-23.47222842926585,2021-03-22 02:42:39.022648
0,62,-310,-76,0.420654296875,-0.633056640625,-0.732666015625,-36.845101725949355,-23.481858790113694,2021-03-22 02:42:39.230019
0,55,-303,-88,0.41552734375,-0.626708984375,-0.703857421875,-37.479089198432206,-23.79312828836209,2021-03-22 02:42:39.437375
